32.png,Quarter-Note,0.0013109889759223754,1.0006123350550903e-06,1.600455323341476e-10,2.6381009993723656e-10,5.415772905354147e-20,2.5690028796366993e-13,-2.3209991921663574e-21
33.png,Quarter-Note,0.0012961226619244927,9.732196809586313e-07,1.4786627104420048e-10,2.464073718088496e-10,4.699005165162142e-20,2.370141036040115e-13,-2.0407606774641205e-21
34.png,Quarter-Note,0.0012641205600770642,9.220996818252271e-07,1.253175551080098e-10,1.953917107051149e-10,3.0569563246160467e-20,1.8353050851662928e-13,-5.716686996057619e-22
35.png,Quarter-Note,0.0011049102320560716,5.670492311474224e-07,4.512853332044643e-11,8.472609119164783e-11,5.224911194078092e-21,5.754962168414688e-14,-3.8444647477438764e-22
36.png,Quarter-Note,0.0013195418137417285,9.756325976964038e-07,1.589458822394494e-10,2.547506535636042e-10,5.1248123538530245e-20,2.434887001784288e-13,1.203055273082062e-21
37.png,Quarter-Note,0.0013231859751234498,1.0722103697291456e-06,1.3340534558672022e-10,2.400506723407771e-10,4.290857188028747e-20,2.4425154335806793e-13,-2.0538560117915255e-21
38.png,Quarter-Note,0.0013109889759223754,1.0006123350550903e-06,1.600455323341476e-10,2.6381009993723656e-10,5.415772905354147e-20,2.5690028796366993e-13,-2.3209991921663574e-21
39.png,Quarter-Note,0.0012961226619244927,9.732196809586313e-07,1.4786627104420048e-10,2.464073718088496e-10,4.699005165162142e-20,2.370141036040115e-13,-2.0407606774641205e-21
40.png,Quarter-Note,0.0012811208049325474,9.429121740328775e-07,1.4728343679170333e-10,2.4443911729147416e-10,4.63448441611115e-20,2.3223480202732497e-13,-1.8117155812566615e-21
41.png,Quarter-Note,0.0012960312466789425,9.848134861731366e-07,1.4775928934854182e-10,2.2037303848044094e-10,3.9762415239516265e-20,2.1210160697942256e-13,-5.551895016312555e-22
42.png,Quarter-Note,0.0010643123127914034,5.058535420048812e-07,3.53662488531844e-11,7.083262983565305e-11,3.527809166810379e-21,4.732273399011824e-14,-3.510355238022832e-22
43.png,Quarter-Note,0.0013041654092249687,9.897187462086567e-07,1.4961150222317782e-10,2.4859757142375297e-10,4.789396540556979e-20,2.406221379676488e-13,-2.1741512708215344e-21
44.png,Quarter-Note,0.0013997752447433966,1.2468654524904978e-06,1.611995062595091e-10,2.9563375013451983e-10,6.438017670769128e-20,3.2104754742818605e-13,-4.505090189334572e-21
45.png,Quarter-Note,0.0013109889759223754,1.0006123350550903e-06,1.600455323341476e-10,2.6381009993723656e-10,5.415772905354147e-20,2.5690028796366993e-13,-2.3209991921663574e-21
46.png,Quarter-Note,0.0012829006549626898,9.307775569742533e-07,1.5056131479488522e-10,2.719398580019908e-10,5.499269891094946e-20,2.574406445180676e-13,-1.9069934170364405e-21
47.png,Quarter-Note,0.0012937331731826367,9.498081680731483e-07,1.5035300843794559e-10,2.7555421785430246e-10,5.604334156861066e-20,2.628676117669142e-13,-2.2270668948414135e-21
48.png,Quarter-Note,0.001278579245287488,8.679772129121078e-07,1.3110230928770024e-10,2.1732027306019587e-10,3.6624886438242434e-20,1.9668450715927592e-13,2.0499947078220006e-21
49.png,Quarter-Note,0.001027601043383589,5.882926385048075e-07,2.602795548640349e-13,1.4421850298539508e-13,-2.376367694877626e-26,-9.339504539108063e-17,-1.46976698804749e-26
50.png,Quarter-Note,0.0012829006549626898,9.307775569742533e-07,1.5056131479488522e-10,2.719398580019908e-10,5.499269891094946e-20,2.574406445180676e-13,-1.9069934170364405e-21
51.png,Quarter-Note,0.0012912193029926257,1.0070004168344986e-06,1.3868579295177902e-10,2.3672516813657623e-10,4.2876324230593856e-20,2.3429165115123634e-13,-1.1824555040148217e-21
52.png,Quarter-Note,0.0012681673918153533,9.011243271555498e-07,1.5142230444830115e-10,2.698031240386062e-10,5.45109991422169e-20,2.519474147744219e-13,-1.5751787442969716e-21
1.png,Eighth-Note,0.0009400607166806996,2.44665369583655e-07,1.1714318978716814e-11,1.0342756139584878e-11,1.137911411761371e-22,4.229497522381329e-15,-3.492831174443543e-24
10.png,Eighth-Note,0.0016151675366892185,1.856043026945298e-06,1.5030051691994003e-11,2.6068447371336465e-11,5.152933363291266e-22,3.47469504869678e-14,2.707035139122779e-23
11.png,Eighth-Note,0.001222704250003292,7.853541104694545e-07,3.080960626790863e-12,7.0341616882756185e-12,3.1612439208914495e-23,6.044234241378883e-15,8.542287841547833e-24
12.png,Eighth-Note,0.001302865629248768,9.027075947201917e-07,1.5711074916635507e-11,2.5928347037151783e-11,5.226662842680715e-22,2.461459534848582e-14,-2.609756616186947e-23
2.png,Eighth-Note,0.0011589593169512846,4.915104705347109e-07,8.5482364664243e-12,2.6061153507505457e-11,3.8873703151409256e-22,1.8207408552787396e-14,-1.378282845111869e-23
59.png,Eighth-Note,0.0009162150478851317,1.5323987751250096e-07,2.8763353150717532e-11,6.788137689942869e-12,7.743163836085441e-23,1.6000517754571202e-15,5.478331242126992e-23
60.png,Eighth-Note,0.0016403222983405379,1.6900786518997187e-06,6.962218718616358e-11,2.1398555866123354e-10,2.5841990522297457e-20,2.7435290875510427e-13,-3.791409311074143e-21
61.png,Eighth-Note,0.0009513755590216746,1.6112609191837292e-07,3.031911200023043e-11,9.871126829134235e-12,1.5522676696484953e-22,2.6909178775177e-15,7.118011207836878e-23
